key	value
SKILL_IMBUE_RANK_3_DESCRIPTOR	
SKILL_IMBUE_RANK_4_DESCRIPTOR	
SKILL_IMBUE_RANK_5_DESCRIPTOR	
SKILL_NOVA_NAME	Nova
SKILL_NOVA_DESCRIPTION	Area of effect skill that emits a ring of magic energy around the caster, pushing back enemies.
SKILL_NOVA_RANK_1_DESCRIPTOR	Deals $SKP initial damage. 35% Knockback Force on hit.
SKILL_NOVA_RANK_2_DESCRIPTOR	Deals $SKP initial damage. 45% Knockback Force on hit.
SKILL_NOVA_RANK_3_DESCRIPTOR	Deals $SKP initial damage. 55% Knockback Force on hit.
SKILL_PRISM_NAME	Prism
SKILL_PRISM_DESCRIPTION	Forms a shield around the caster, absorbing any incoming damage.
SKILL_PRISM_RANK_1_DESCRIPTOR	
SKILL_PRISM_RANK_2_DESCRIPTOR	
SKILL_PRISM_RANK_3_DESCRIPTOR	
SKILL_PRISM_RANK_4_DESCRIPTOR	
SKILL_PRISM_RANK_5_DESCRIPTOR	
SKILL_RESTORA_NAME	Restora
SKILL_RESTORA_DESCRIPTION	Restores nearby allies health, including the Casters health.
SKILL_RESTORA_RANK_1_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_2_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_3_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_RESTORA_RANK_4_DESCRIPTOR	Heals the Caster and surrounding allies for $SKP hitpoints.
SKILL_ALACRITY_NAME	Alacrity
SKILL_ALACRITY_DESCRIPTION	Applies a clearcast boon. The next cast will be instant with no mana, health or stamina cost.
SKILL_ALACRITY_RANK_1_DESCRIPTOR	$CASTTIME\n
SKILL_ALACRITY_RANK_2_DESCRIPTOR	$CASTTIME\n
SKILL_ALACRITY_RANK_3_DESCRIPTOR	$CASTTIME\n
SKILL_INNER_FOCUS_NAME	Inner Focus
SKILL_INNER_FOCUS_DESCRIPTION	Provides a buff that guarantees a 100% Critical Strike chance for the next attack.
SKILL_INNER_FOCUS_RANK_1_DESCRIPTOR	$CASTTIME
SKILL_INNER_FOCUS_RANK_2_DESCRIPTOR	$CASTTIME
SKILL_INNER_FOCUS_RANK_3_DESCRIPTOR	$CASTTIME
SKILL_LEG_UP_NAME	Leg Up
SKILL_LEG_UP_DESCRIPTION	Grants a movement speed increase buff, additionally increasing evasion.
SKILL_LEG_UP_RANK_1_DESCRIPTOR	
SKILL_LEG_UP_RANK_2_DESCRIPTOR	
SKILL_LEG_UP_RANK_3_DESCRIPTOR	
SKILL_RECALL_NAME	Recall
SKILL_RECALL_DESCRIPTION	Recalls the player back to Sanctum, spawning a portal to return where the caster recalled from. <color=lime>Can only cast outside of Sanctum.</color>
SKILL_RECALL_RANK_1_DESCRIPTOR	Takes you back to Sanctum.\nTo cast recall, press $RECALLINPUT.
SKILL_RECOVERY_NAME	Recovery
SKILL_RECOVERY_DESCRIPTION	Applies a healing condition that restores health over time.
SKILL_RECOVERY_RANK_1_DESCRIPTOR	
SKILL_RECOVERY_RANK_2_DESCRIPTOR	
SKILL_RECOVERY_RANK_3_DESCRIPTOR	
SKILL_RECOVERY_RANK_4_DESCRIPTOR	
SKILL_RECOVERY_RANK_5_DESCRIPTOR	
SKILL_ROCK_TOSS_NAME	Rock Toss
SKILL_ROCK_TOSS_DESCRIPTION	Tosses a rock, generating high threat on hit targets.
SKILL_ROCK_TOSS_RANK_1_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_ROCK_TOSS_RANK_2_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_ROCK_TOSS_RANK_3_DESCRIPTOR	Deals $SKP damage. $COOLDWN
SKILL_SIPHON_LEECH_NAME	Siphon Leech
SKILL_SIPHON_LEECH_DESCRIPTION	Shoots a siphoning projectile that spawns eldritch leeches on the hit target, healing the caster as they deal damage.
SKILL_SIPHON_LEECH_RANK_1_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_SIPHON_LEECH_RANK_2_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_SIPHON_LEECH_RANK_3_DESCRIPTOR	Deals $SKP initial damage, then $MKP siphoning damage every second.
SKILL_STURDY_NAME	Sturdy
SKILL_STURDY_DESCRIPTION	Provides a buff that grants immunity to knockback and auto parries incoming attacks.
SKILL_STURDY_RANK_1_DESCRIPTOR	
SKILL_STURDY_RANK_2_DESCRIPTOR	
SKILL_STURDY_RANK_3_DESCRIPTOR	
STAT_ATTRIBUTE_STRENGTH_NAME	Strength
STAT_ATTRIBUTE_STRENGTH_DESCRIPTOR	Increases Attack Power and Max Stamina.
STAT_ATTRIBUTE_MIND_NAME	Mind
STAT_ATTRIBUTE_MIND_DESCRIPTOR	Increases Magic Power and Max Mana.
STAT_ATTRIBUTE_DEXTERITY_NAME	Dexterity
STAT_ATTRIBUTE_DEXTERITY_DESCRIPTOR	Increases Dex Power, Attack Critical %, and Magic Critical %.
STAT_ATTRIBUTE_VITALITY_NAME	Vitality
STAT_ATTRIBUTE_VITALITY_DESCRIPTOR	Increases Max Health.
WEAPON_TYPE_UNARMED_NAME	Unarmed
WEAPON_TYPE_KATARS_NAME	Katars
WEAPON_TYPE_MELEE_NAME	Melee
WEAPON_TYPE_HEAVY_MELEE_NAME	Heavy Melee
WEAPON_TYPE_POLEARM_NAME	Polearm
WEAPON_TYPE_RANGE_WEAPON_NAME	Range Weapon
WEAPON_TYPE_MAGIC_SCEPTER_NAME	Magic Scepter
WEAPON_TYPE_MAGIC_BELL_NAME	Magic Bell
DIALOGDATA_ANGELA_NAME_TAG	Angela
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT	Hm?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hm?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_1	Yes?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_INPUT_ALT_2	Oh?
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_0	Nevermind...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_1	I would like to know...
DIALOGDATA_ANGELA_BRANCH_0_DIALOG_0_SELECTION_2	Got any Quests?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT	Well... let's see what you could do, shall we?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_0	Well... let's see what you could do, shall we?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_1	Hm, well... let's see...
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_INPUT_ALT_2	This world could use some purity, yes?
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_0	See ya!
DIALOGDATA_ANGELA_BRANCH_1_DIALOG_0_SELECTION_1	One other thing...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_INPUT	My knowledge is yours, what can I help you with?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_0	Well, actually...
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_1	What are Mystics?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_2	Where are we?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_3	Who are you?
DIALOGDATA_ANGELA_BRANCH_2_DIALOG_0_SELECTION_4	The Calling?
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_0_INPUT	We are in Sanctum, the last bastion of peace within this tainted world...
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_INPUT	No creature of evil can ever enter as long as I'm here. As fate has it, I must be here to keep Sanctum safe.
DIALOGDATA_ANGELA_BRANCH_3_DIALOG_1_SELECTION_0	I see. Anyways...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_0_INPUT	Quite curious you are, little one...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_1_INPUT	I am one of the three guardians who have accompanied this land from the very beginning.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_2_INPUT	I was once able to see all, but my magic has been stifled by... unfortunate circumstances.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_3_INPUT	All I can muster now is to keep the broken world intertwined, and to shield Sanctum from darkness.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_INPUT	Without my magic, your soul would be imprisoned, and lost forever... stuck wherever you may be.
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_0	I see, anyways...
DIALOGDATA_ANGELA_BRANCH_4_DIALOG_4_SELECTION_1	That's... concerning.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_0_INPUT	You're in good hands, little one...
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_1_INPUT	Have faith, there are many souls alongside yours that can keep this land pure.
DIALOGDATA_ANGELA_BRANCH_5_DIALOG_2_INPUT	Stay determined, and keep your head held high... I believe in you.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_0_INPUT	Oh? Y-you're interested in my studies?
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_1_INPUT	Ahem... 
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_2_INPUT	Forgive me, it's not often I'm asked of this.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_3_INPUT	Choosing to be a Mystic unlocks the potential of the mind, allowing the ability to cast powerful spells.
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_4_INPUT	They can barrier themselves from damage, throw explosive bolts, and pierce close threats...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_5_INPUT	To summarize quickly, the arcane magics Mystics use are of my own power...
DIALOGDATA_ANGELA_BRANCH_6_DIALOG_6_INPUT	Quite a bit to take in, wouldn't you say?
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_0_INPUT	Ah, yes...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_1_INPUT	You are not from this world, little one. You were once a living being somewhere far from here.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_2_INPUT	Anything could have happened, that I'm unsure of...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_3_INPUT	I called your soul, amongst many others, to live once more, and to protect this world from darkness.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_INPUT	I will always be sure that your soul stays purified and protected from what roams outside of Sanctum.
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_0	I see, anyways...
DIALOGDATA_ANGELA_BRANCH_7_DIALOG_4_SELECTION_1	Why choose me?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_0_INPUT	This is another chance for you to live, isn't it?
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_1_INPUT	I understand that you find this concerning...
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_2_INPUT	However, purgatory after death certainly isn't a loop worth suffering. Your soul rests more in this world.
DIALOGDATA_ANGELA_BRANCH_8_DIALOG_3_INPUT	That I'm very sure of, little one...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_0	Take care, little one...
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_1	I will be watching alongside you.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_2	Farewell, little one.
DIALOGDATA_ANGELA_BRANCH_9_DIALOG_0_INPUT_ALT_3	Stay safe...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Goodness!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ah!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Oh my!
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	What a relief to see that my calling worked... I was almost certain your soul would've been lost.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	I am Angela Flux, Mystic Guardian of Sanctum.
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	I understand that you may have a few questions to ask...
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	But first, let's get your bearings sorted out, yes?
DIALOGDATA_ANGELA_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	See ya!
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_0	Ah, yes... This is certainly a task in need of focus.
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_1	Please be careful... The world outside is unpredictable.
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_2	I pray for your success, adventurer...
DIALOGDATA_ANGELA_QUEST_ACCEPT_RESPONSE_3	Come back safely...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_0	Good work... There is a lot more ahead of us.
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_1	Ah, wonderful! I will bestow a reward to you...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_2	You've proven yourself as a gift to us...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_3	That's one less thing to worry about...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_4	Certainly, a reward is in order for your troubles...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_5	Well done, but please rest when you can...
DIALOGDATA_ANGELA_QUEST_COMPLETE_RESPONSE_6	I approve of this, yes...
DIALOGDATA_ENOK_NAME_TAG	Enok
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_0	State your business, quickly.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_1	There is much work to do.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_INPUT_ALT_2	Speak.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_0	Nevermind.
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_1	I would like to know...
DIALOGDATA_ENOK_BRANCH_0_DIALOG_0_SELECTION_2	Got Quests?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_0	Yes?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_1	I have an answer.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_2	No question is left unanswered.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_INPUT_ALT_3	Let's hear it.
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_0	Actually...
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_1	Who are you?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_2	What is a Fighter?
DIALOGDATA_ENOK_BRANCH_1_DIALOG_0_SELECTION_3	Parrying?
DIALOGDATA_ENOK_BRANCH_2_DIALOG_0_INPUT	I am Enok, the Fighter Guardian. I am the ferocity of the light, upbringer of hell against darkness.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_1_INPUT	I take it you are new to this world. You've arrived late, during a time where it stands corrupted.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_2_INPUT	My powers provide the strength and vitality to the souls who are driven to prove themselves worthy.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_INPUT	I sense a spark of determination within you. Succumb to fear, and you will fail.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_0	Goodbye.
DIALOGDATA_ENOK_BRANCH_2_DIALOG_3_SELECTION_1	Another thing...
DIALOGDATA_ENOK_BRANCH_3_DIALOG_0_INPUT	A lost soul can be driven to the ferocity of a Fighter once they have proven to be strong enough.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_1_INPUT	A Fighter can rend the flesh of foes, weakening them with bloodshed.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_2_INPUT	A Fighter can devastate surrounding enemies, from a close stomp, or afar with a lethal strike.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_3_INPUT	It takes supreme focus to have what it takes to master the art of combat.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_INPUT	If you have what it takes, return to me, and I can teach you.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_0	Goodbye.
DIALOGDATA_ENOK_BRANCH_3_DIALOG_4_SELECTION_1	I see, anyways...
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_0	There is business that must be tended to.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_1	Let's see if you're up to the task.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_2	Today is a fine day for bloodshed.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_INPUT_ALT_3	It's time to gather your strength.
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_0	See ya!
DIALOGDATA_ENOK_BRANCH_4_DIALOG_0_SELECTION_1	Something else...
DIALOGDATA_ENOK_BRANCH_5_DIALOG_0_INPUT	Parrying your foes is essential in melee combat.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_1_INPUT	To parry them, block shortly before they initiate their attack.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_2_INPUT	If you successfully parry them, it will not cost any of your stamina.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_3_INPUT	However, your foes must be relatively as strong as you for this to take in effect.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_4_INPUT	If you were to fight your foe and they happen to be much stronger than you,
DIALOGDATA_ENOK_BRANCH_5_DIALOG_5_INPUT	you will falter and loose your stamina quickly.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_INPUT	Watch your enemies closely. They are nothing to you if you strategize.
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_0	See ya!
DIALOGDATA_ENOK_BRANCH_5_DIALOG_6_SELECTION_1	Something else...
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Looks like we have fresh blood.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	If you seek to toughen yourself and find the ways of valor, speak to me.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	If you have anything to say, it is best you do so now.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_0	Nevermind.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_1	I would like to know...
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_2	Got Quests?
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_0	Granted.
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_1	Let the bloodshed commence.
DIALOGDATA_ENOK_QUEST_ACCEPT_RESPONSE_2	The time is now.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_0	You're becoming more capable of these tasks, lost one.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_1	Well done, lost one.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_2	The hunt is complete.
DIALOGDATA_ENOK_QUEST_COMPLETE_RESPONSE_3	Well played.
DIALOGDATA_SANCTUMCIVILIAN_00_NAME_TAG	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hello.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_1	I think i've seen your face before... or maybe not.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_2	Thank goodness Sanctum is safe.
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hello.
DIALOGDATA_SALLY_NAME_TAG	Sally
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT	Well I'll be! Aint' it a pleasure to see ya!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_0	Well I'll be! Aint' it a pleasure to see ya!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_1	Howdy! How can I help ya?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_2	What can I do ya for?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_0	Nevermind...
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_1	What's the creature?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_2	Got Quests?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_3	I want to trade!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT	Oh yes, why of course! What'll be for the journey? Buying, selling?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_0	Oh yes, why of course! What'll be for the journey? Buying, selling?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_1	I've got the goods ya need!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_2	Never a dull day for business!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_3	Oh? Got somethin' shiny for me?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_0	Goodbye!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_1	Got Quests?
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT	If ya got somethin' to trade, stop by again!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_0	If ya got somethin' to trade, stop by again!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_1	Always a pleasure! 
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_2	Take care, hun!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_3	I'll be here from dusk till' dawn!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_4	Stay safe, ya hear?
DIALOGDATA_SALLY_BRANCH_3_DIALOG_0_INPUT	Why, that's my pet mimic, Spike! He won't bite.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_1_INPUT	He's quite friendly, though a pain in the neck! It'd never be the same without em'.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_2_INPUT	Y'know, Spike can hold onto your items if you're overburdened. Ain't that something?
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_0	S'matter of fact, maybe I do!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_1	I think I got somethin' for ya!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_2	There's some things to take care of!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_0	Goodbye.
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_1	Let's trade!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Well, well! It's nice to see a new face around these parts!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Howdy! Don't think I've seen ya around here.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Hey there hun, come on in!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_3	Good to see someone new stop by!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	I'm Sally! Welcome to my Store!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	I've got a few goods here and there to sell, but I'm also buyin'! If ya find anything shiny, bring it on over!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Many of my colleagues are scattered about across the land too! Tell em' I sent ya if you meet em'.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Lemme know if I can do anythin' for ya!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Noted, thanks!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_1	Got Quests?
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_2	I'll see what you got.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_1_DIALOG_0_INPUT	Sure thing, hun!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_0	Thank ya kindly!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_1	Always a pleasure doin' business!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_2	Anything else, hun?
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_3	Ain't this somethin'!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_4	Shiny!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_5	Quite the trade!
DIALOGDATA_SALLY_SHOPKEEP_RESPONSE_6	It's a deal!
DIALOGDATA_SALLY_SHOPKEEP_REJECTION_0	Sorry hun, this ain't worth much here.
DIALOGDATA_SALLY_SHOPKEEP_REJECTION_1	Can't take it, mighta' need to find someone else who will.
DIALOGDATA_SALLY_SHOPKEEP_REJECTION_2	Not much of a value on this one here.
DIALOGDATA_SALLY_SHOPKEEP_REJECTION_3	Hmm, afraid I can't help ya on this trade.
DIALOGDATA_SALLY_QUEST_ACCEPT_RESPONSE_0	Lookin' to see things through!
DIALOGDATA_SALLY_QUEST_ACCEPT_RESPONSE_1	Go get em'!
DIALOGDATA_SALLY_QUEST_ACCEPT_RESPONSE_2	Good deal!
DIALOGDATA_SALLY_QUEST_COMPLETE_RESPONSE_0	Well I'll be, aren't ya good!
DIALOGDATA_SALLY_QUEST_COMPLETE_RESPONSE_1	Stealthy!
DIALOGDATA_SALLY_QUEST_COMPLETE_RESPONSE_2	Nother' task done, off the list!
DIALOGDATA_SALLY_QUEST_COMPLETE_RESPONSE_3	All back in one piece hun, I like it!
DIALOGDATA_CRAIG_NAME_TAG	Craig
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_INPUT	Hello my friend. Want to trade?
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_SELECTION_0	See ya.
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_SELECTION_1	Let's trade!
DIALOGDATA_CRAIG_BRANCH_1_DIALOG_0_INPUT	Okay, what's on the menu?
DIALOGDATA_CRAIG_BRANCH_1_DIALOG_0_SELECTION_0	See ya!
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Hello my friend...
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Interested in trading? (Hopefully you got something edible, I'm starving...)
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_0	Some other time.
